EmployeeID,EmployeeName,Category,Function,Grade,Groups,City,Country,conca,countrycode,Gender,BirthDate,AppointmentDate,MonthNumber,Month,Quarter,Year,ConfirmationDate,Confirmed,RetirementDate,ConfirmationDueDate,FTECount,Count
400511471,Emp520,Permanent,Operations,5,Part Time,Lahore,Pakistan,"Lahore, Pakistan",PK,M,10/16/1998,2/19/2018,2,Feb,Q1,2018,1/1/1900,N,10/15/2056,5/19/2018,0.5,1
400511472,Emp521,Permanent,Administration,10,10,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,8/21/1999,3/20/2018,3,Mar,Q1,2018,6/20/2018,Y,8/20/2057,6/20/2018,1,1
400512210,Emp522,Permanent,Commercial,7,7,Gujrat,Pakistan,"Gujrat, Pakistan",PK,M,3/8/1989,7/9/2018,7,Jul,Q3,2018,10/9/2018,Y,7/30/2076,10/7/2018,1,1
400512259,Emp523,Permanent,Commercial,7,7,Lahore,Pakistan,"Lahore, Pakistan",PK,M,11/11/1989,7/9/2018,7,Jul,Q3,2018,10/9/2018,Y,7/30/2076,10/7/2018,1,1
400512264,Emp524,Permanent,Operations,5,5,Karachi,Pakistan,"Karachi, Pakistan",PK,M,8/20/1986,7/13/2018,7,Jul,Q3,2018,1/1/1900,N,7/30/2076,10/11/2018,1,1
400512336,Emp525,Permanent,General Management,10,10,Karachi,Pakistan,"Karachi, Pakistan",PK,M,7/23/2018,5/2/2018,5,May,Q2,2018,8/2/2018,Y,7/22/2076,8/1/2018,1,1
400512340,Emp526,Permanent,Commercial,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,4/1/1992,5/15/2018,5,May,Q2,2018,8/15/2018,Y,3/31/2050,8/13/2018,1,1
400512342,Emp527,Permanent,Finance,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,M,9/8/1985,7/9/2018,7,Jul,Q3,2018,2/1/2019,Y,7/30/2076,10/7/2018,1,1
400512362,Emp528,Permanent,Commercial,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,12/12/1995,4/19/2018,4,Apr,Q2,2018,7/19/2018,Y,7/30/2076,7/18/2018,1,1
400512368,Emp529,Permanent,Commercial,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,8/1/1963,4/1/2018,4,Apr,Q2,2018,7/1/2018,Y,7/30/2076,6/30/2018,1,1
400512384,Emp530,Permanent,Operations,5,Part Time,Islamabad,Pakistan,"Islamabad, Pakistan",PK,M,6/9/1995,7/23/2018,7,Jul,Q3,2018,10/23/2018,Y,9/11/2076,10/23/2018,0.5,1
400512402,Emp531,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,9/12/2018,7/23/2018,7,Jul,Q3,2018,10/23/2018,Y,9/11/2076,10/23/2018,1,1
400512404,Emp532,Permanent,Operations,5,Part Time,Islamabad,Pakistan,"Islamabad, Pakistan",PK,M,5/2/1998,7/23/2018,7,Jul,Q3,2018,10/23/2018,Y,5/1/2056,10/23/2018,0.5,1
400512406,Emp533,Permanent,Operations,5,Part Time,Islamabad,Pakistan,"Islamabad, Pakistan",PK,M,5/31/1997,7/23/2018,7,Jul,Q3,2018,10/23/2018,Y,5/1/2056,10/23/2018,0.5,1
400514420,Emp534,Permanent,Customer Service,7,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,12/21/1993,8/28/2018,8,Aug,Q3,2018,11/28/2018,Y,9/25/2076,11/28/2018,0.5,1
400514494,Emp535,Permanent,Operations,5,Part Time,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,6/23/1993,8/31/2018,8,Aug,Q3,2018,11/30/2018,Y,9/25/2076,11/30/2018,0.5,1
400514928,Emp536,Permanent,Customer Service,7,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,4/23/1990,9/1/2018,9,Sep,Q3,2018,12/1/2018,Y,9/25/2076,12/1/2018,0.5,1
400514931,Emp537,Permanent,Customer Service,7,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,4/24/1987,9/1/2018,9,Sep,Q3,2018,12/1/2018,Y,9/25/2076,12/1/2018,0.5,1
400514932,Emp538,Permanent,Customer Service,7,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,10/5/1993,9/1/2018,9,Sep,Q3,2018,12/1/2018,Y,9/25/2076,12/1/2018,0.5,1
400514971,Emp539,Permanent,Customer Service,7,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,3/12/1990,9/1/2018,9,Sep,Q3,2018,12/1/2018,Y,9/25/2076,12/1/2018,0.5,1
400514974,Emp540,Permanent,Customer Service,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,7/15/1989,9/1/2018,9,Sep,Q3,2018,12/1/2018,Y,9/25/2076,11/30/2018,1,1
400514977,Emp541,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,9/1/1984,9/10/2018,9,Sep,Q3,2018,1/1/1900,N,9/25/2076,12/10/2018,1,1
400515647,Emp542,Permanent,Operations,6,6,Lahore,Pakistan,"Lahore, Pakistan",PK,M,3/25/1990,9/14/2018,9,Sep,Q3,2018,1/1/1900,N,9/25/2076,12/14/2018,1,1
400516188,Emp543,Permanent,Finance,J,J,Karachi,Pakistan,"Karachi, Pakistan",PK,M,12/21/1986,10/10/2018,10,Oct,Q4,2018,1/1/1900,N,10/24/2076,1/10/2019,1,1
400516416,Emp544,Permanent,Finance,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,M,2/16/1997,10/1/2018,10,Oct,Q4,2018,1/1/1900,N,10/24/2076,1/1/2019,1,1
400516418,Emp545,Permanent,Commercial,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,F,5/29/1992,10/1/2018,10,Oct,Q4,2018,1/1/2019,Y,5/28/2050,1/1/2019,1,1
400517097,Emp546,Permanent,Customer Service,7,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,F,8/25/1996,10/9/2018,10,Oct,Q4,2018,1/9/2019,Y,10/24/2076,1/9/2019,0.5,1
400517102,Emp547,Permanent,Customer Service,7,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,4/21/1992,10/9/2018,10,Oct,Q4,2018,1/9/2019,Y,10/24/2076,1/9/2019,0.5,1
400517758,Emp548,Permanent,Finance,8,8,Lahore,Pakistan,"Lahore, Pakistan",PK,M,10/30/1974,10/22/2018,10,Oct,Q4,2018,1/22/2019,Y,10/24/2076,1/22/2019,1,1
400519107,Emp549,Permanent,Operations,5,5,Islamabad,Pakistan,"Islamabad, Pakistan",PK,M,5/13/1995,10/29/2018,10,Oct,Q4,2018,1/1/1900,N,11/22/2076,1/29/2019,1,1
400519487,Emp550,Permanent,Operations,5,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,2/24/1997,11/12/2018,11,Nov,Q4,2018,1/1/1900,N,2/23/2055,2/12/2019,0.5,1
400519488,Emp551,Permanent,Commercial,7,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,8/5/1991,11/1/2018,11,Nov,Q4,2018,1/1/1900,N,2/23/2055,2/1/2019,0.5,1
400519489,Emp552,Permanent,Operations,5,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,11/10/1997,11/1/2018,11,Nov,Q4,2018,1/1/1900,N,2/23/2055,2/1/2019,0.5,1
400519491,Emp553,Permanent,Operations,5,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,2/2/1996,11/1/2018,11,Nov,Q4,2018,1/1/1900,N,2/23/2055,2/1/2019,0.5,1
400519492,Emp554,Permanent,Operations,5,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,1/20/1994,11/1/2018,11,Nov,Q4,2018,1/1/1900,N,2/23/2055,2/1/2019,0.5,1
400519496,Emp555,Permanent,Operations,6,6,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,2/28/1993,11/12/2018,11,Nov,Q4,2018,1/1/1900,N,2/23/2055,2/12/2019,1,1
400521499,Emp556,Permanent,Operations,6,6,Islamabad,Pakistan,"Islamabad, Pakistan",PK,M,12/24/2018,11/27/2018,11,Nov,Q4,2018,1/1/1900,N,12/23/2076,2/27/2019,1,1
400522596,Emp557,Permanent,Operations,5,Part Time,Lahore,Pakistan,"Lahore, Pakistan",PK,M,12/24/2018,12/11/2018,12,Dec,Q4,2018,1/1/1900,N,12/23/2076,3/11/2019,0.5,1
400522954,Emp558,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,9/17/1993,12/19/2018,12,Dec,Q4,2018,1/1/1900,N,1/10/2051,3/19/2019,1,1
400522958,Emp559,Permanent,Operations,6,6,Lahore,Pakistan,"Lahore, Pakistan",PK,M,1/11/1993,12/19/2018,12,Dec,Q4,2018,1/1/1900,N,1/10/2051,3/19/2019,1,1
400523189,Emp560,Permanent,Operations,5,Part Time,Lahore,Pakistan,"Lahore, Pakistan",PK,M,12/25/1995,12/24/2018,12,Dec,Q4,2018,1/1/1900,N,1/17/2077,3/24/2019,0.5,1
400523293,Emp561,Permanent,Operations,5,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,1/12/1997,12/31/2018,12,Dec,Q4,2018,1/1/1900,N,1/20/2077,3/31/2019,0.5,1
400525033,Emp562,Permanent,Commercial,7,7,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,1/13/1991,1/25/2019,1,Jan,Q1,2019,1/1/1900,N,2/7/2077,4/25/2019,1,1
400525513,Emp563,Permanent,Operations,10,10,Karachi,Pakistan,"Karachi, Pakistan",PK,M,7/31/1984,2/6/2019,2,Feb,Q1,2019,1/1/1900,N,2/7/2077,5/6/2019,1,1
